date,open,high,low,close,volume,average,barCount
2020-07-13,163.46,165.48,161.31,161.69,1673261.5072202166,163.4273408,9882
2020-07-14,162.01,164.56,160.6,164.38,1190245.938628159,162.85384,7969
2020-07-15,165.89,167.03,163.88,166.94,2049325.3610108304,165.6362496,11733
2020-07-16,166.94,167.77,165.64,167.36,2302184.115523466,166.8718912,14826
2020-07-17,168.36,170.19,166.71,169.26,2217909.5216606497,168.7244672,12898
2020-07-20,169.8,171.7,169.3,171.4,1560581.0018050543,170.7702784,9767
2020-07-21,171.59,173.5,170.83,172.85,1487805.7310469314,172.3941632,8249
2020-07-22,172.56,174.78,172.1,173.39,1993003.1588447655,173.2220608,10369
2020-07-23,178.74,179.94,175.14,176.59,2780021.4350180505,177.6327872,16186
2020-07-24,174.78,174.8,168.72,173.09,2226873.8718411555,171.8357312,13791
2020-07-27,173.56,179.31,173.06,176.38,1774838.6732851986,176.9068256,11028
2020-07-28,176.12,177.12,175.31,176.4,1337396.2093862817,176.3209152,7913
2020-07-29,176.87,180.94,176.24,179.17,1845023.69133574,179.2398304,12410
2020-07-30,176.69,180.27,176.28,179.18,1145094.7653429604,178.4128192,7907
2020-07-31,178.63,180.78,178.05,180.65,1102030.6859205777,179.2726272,7646
2020-08-03,181.71,183.51,181.6,183.33,1519974.0523465704,182.8448192,10093
2020-08-04,182.43,183.45,180.98,182.66,1238620.261732852,181.9415776,7169
2020-08-05,182.73,183.84,180.99,182.19,1633253.6101083034,182.3528672,10272
2020-08-06,182.78,183.64,179.39,182.32,2425832.581227437,181.1987744,7414
2020-08-07,183.39,184.07,181.14,182.07,929768.7274368232,182.5195104,6089
2020-08-10,182.16,182.46,178.49,179.1,1512575.5866425994,179.5527296,9469
2020-08-11,179.91,180.48,176.66,177.29,1781303.023465704,177.9501184,12524
2020-08-12,178.67,183.47,178.35,182.53,934455.0992779784,181.8733248,6235
2020-08-13,181.34,183.91,181.14,183.65,861150.7220216607,182.7685888,6110
2020-08-14,183.32,184.26,180.86,181.59,769039.9368231047,182.24384,4986
2020-08-17,181.63,183.0,181.41,182.22,771970.893501805,182.4140288,4947
2020-08-18,182.89,184.63,182.26,184.09,976367.3285198556,183.6470112,5832
2020-08-19,184.72,185.39,182.23,182.54,704320.8483754513,183.2951104,4567
2020-08-20,181.44,183.13,181.14,182.3,632184.1155234657,182.203952,4030
2020-08-21,182.02,184.4,181.54,184.19,855062.0487364621,183.2525632,4992
2020-08-24,184.98,185.59,181.53,182.21,794483.3032490975,182.8395008,4834
2020-08-25,183.64,184.5,182.62,183.99,812703.0685920578,183.888112,5351
2020-08-26,182.6,185.15,181.78,184.54,691421.4801444043,183.808336,4562
2020-08-27,182.48,182.8,175.61,181.17,1996015.342960289,179.6963264,11676
2020-08-28,181.99,182.85,180.55,182.28,915901.3989169676,181.698704,5362
2020-08-31,182.6,184.08,181.84,183.02,801308.6642599278,182.9671424,5063
2020-09-01,182.08,184.8,182.08,184.71,886404.5577617328,183.670944,5628
2020-09-02,184.11,186.66,183.0,186.12,1363481.498194946,185.0156128,9066
