date,equity
2020-12-08,1357.231228305327
2020-12-09,1357.231228305327
2020-12-10,1357.231228305327
2020-12-11,1357.231228305327
2020-12-12,1357.231228305327
2020-12-13,1357.231228305327
2020-12-14,1357.231228305327
2020-12-15,1357.231228305327
2020-12-16,1330.950451688118
2020-12-17,1330.950451688118
2020-12-18,1330.950451688118
2020-12-19,1330.950451688118
2020-12-20,1330.950451688118
2020-12-21,1330.950451688118
2020-12-22,1330.950451688118
2020-12-23,1330.950451688118
2020-12-24,1330.950451688118
2020-12-25,1330.950451688118
2020-12-26,1330.950451688118
2020-12-27,1330.950451688118
2020-12-28,1330.950451688118
2020-12-29,1330.950451688118
2020-12-30,1330.950451688118
2020-12-31,1330.950451688118
2021-01-01,1330.950451688118
2021-01-02,1330.950451688118
2021-01-03,1330.950451688118
2021-01-04,1330.950451688118
2021-01-05,1330.950451688118
2021-01-06,1330.950451688118
2021-01-07,1330.950451688118
2021-01-08,1330.950451688118
2021-01-09,1330.950451688118
2021-01-10,1330.950451688118
2021-01-11,1330.950451688118
2021-01-12,1269.1821385984942
2021-01-13,1269.1821385984942
2021-01-14,1269.1821385984942
2021-01-15,1269.1821385984942
2021-01-16,1269.1821385984942
2021-01-17,1269.1821385984942
2021-01-18,1269.1821385984942
2021-01-19,1269.1821385984942
2021-01-20,1269.1821385984942
2021-01-21,1269.1821385984942
2021-01-22,1344.389844381074
2021-01-23,1344.389844381074
2021-01-24,1344.389844381074
2021-01-25,1344.389844381074
2021-01-26,1344.389844381074
2021-01-27,1344.389844381074
2021-01-28,1344.389844381074
2021-01-29,1302.7326142841866
2021-01-30,1302.7326142841866
2021-01-31,1302.7326142841866
2021-02-01,1302.7326142841866
2021-02-02,1302.7326142841866
2021-02-03,1306.1506898179007
2021-02-04,1306.1506898179007
2021-02-05,1306.1506898179007
2021-02-06,1306.1506898179007
2021-02-07,1306.1506898179007
2021-02-08,1306.1506898179007
2021-02-09,1306.1506898179007
2021-02-10,1306.1506898179007
2021-02-11,1306.1506898179007
2021-02-12,1306.1506898179007
2021-02-13,1306.1506898179007
2021-02-14,1306.1506898179007
2021-02-15,1306.1506898179007
2021-02-16,1306.1506898179007
2021-02-17,1306.1506898179007
2021-02-18,1306.1506898179007
2021-02-19,1306.1506898179007
2021-02-20,1306.1506898179007
2021-02-21,1306.1506898179007
2021-02-22,1306.1506898179007
2021-02-23,1306.1506898179007
2021-02-24,1356.4399866463434
2021-02-25,1356.4399866463434
2021-02-26,1343.0789841834446
2021-02-27,1343.0789841834446
2021-02-28,1343.0789841834446
2021-03-01,1343.0789841834446
2021-03-02,1343.0789841834446
2021-03-03,1343.0789841834446
2021-03-04,1343.0789841834446
2021-03-05,1323.59485187454
2021-03-06,1323.59485187454
2021-03-07,1323.59485187454
2021-03-08,1323.59485187454
2021-03-09,1323.59485187454
2021-03-10,1373.2767953886341
2021-03-11,1373.2767953886341
2021-03-12,1373.2767953886341
2021-03-13,1373.2767953886341
2021-03-14,1373.2767953886341
2021-03-15,1373.2767953886341
2021-03-16,1373.2767953886341
2021-03-17,1414.9040501496065
2021-03-18,1414.9040501496065
2021-03-19,1414.9040501496065
2021-03-20,1414.9040501496065
2021-03-21,1414.9040501496065
2021-03-22,1414.9040501496065
2021-03-23,1414.9040501496065
2021-03-24,1414.9040501496065
2021-03-25,1414.9040501496065
2021-03-26,1389.9061505683912
2021-03-27,1389.9061505683912
2021-03-28,1389.9061505683912
2021-03-29,1389.9061505683912
2021-03-30,1389.9061505683912
2021-03-31,1432.1925132771594
2021-04-01,1432.1925132771594
2021-04-02,1432.1925132771594
2021-04-03,1432.1925132771594
2021-04-04,1432.1925132771594
2021-04-05,1432.1925132771594
2021-04-06,1432.1925132771594
2021-04-07,1432.1925132771594
2021-04-08,1482.9278477427363
2021-04-09,1482.9278477427363
2021-04-10,1482.9278477427363
2021-04-11,1482.9278477427363
2021-04-12,1482.9278477427363
2021-04-13,1482.9278477427363
2021-04-14,1482.9278477427363
2021-04-15,1482.9278477427363
2021-04-16,1482.9278477427363
2021-04-17,1482.9278477427363
2021-04-18,1482.9278477427363
2021-04-19,1482.9278477427363
2021-04-20,1482.9278477427363
2021-04-21,1482.9278477427363
2021-04-22,1482.9278477427363
2021-04-23,1482.9278477427363
2021-04-24,1482.9278477427363
2021-04-25,1482.9278477427363
2021-04-26,1389.7422700695881
2021-04-27,1389.7422700695881
2021-04-28,1389.7422700695881
2021-04-29,1389.7422700695881
2021-04-30,1389.7422700695881
2021-05-01,1389.7422700695881
2021-05-02,1389.7422700695881
2021-05-03,1389.7422700695881
2021-05-04,1347.958895360993
2021-05-05,1347.958895360993
2021-05-06,1347.958895360993
2021-05-07,1370.1618092502335
2021-05-08,1370.1618092502335
2021-05-09,1370.1618092502335
2021-05-10,1370.1618092502335
2021-05-11,1370.1618092502335
2021-05-12,1370.1618092502335
2021-05-13,1329.9053352107487
2021-05-14,1329.9053352107487
2021-05-15,1329.9053352107487
2021-05-16,1329.9053352107487
2021-05-17,1329.9053352107487
2021-05-18,1317.2347042798126
2021-05-19,1317.2347042798126
2021-05-20,1317.2347042798126
2021-05-21,1317.2347042798126
2021-05-22,1317.2347042798126
2021-05-23,1317.2347042798126
2021-05-24,1317.2347042798126
2021-05-25,1392.976423054347
2021-05-26,1392.976423054347
2021-05-27,1392.976423054347
2021-05-28,1392.976423054347
2021-05-29,1392.976423054347
2021-05-30,1392.976423054347
2021-05-31,1392.976423054347
2021-06-01,1392.976423054347
2021-06-02,1392.976423054347
2021-06-03,1392.976423054347
2021-06-04,1392.976423054347
2021-06-05,1392.976423054347
2021-06-06,1392.976423054347
2021-06-07,1392.976423054347
2021-06-08,1392.976423054347
2021-06-09,1382.6734693092624
2021-06-10,1382.6734693092624
2021-06-11,1382.6734693092624
2021-06-12,1382.6734693092624
2021-06-13,1382.6734693092624
2021-06-14,1382.6734693092624
2021-06-15,1382.6734693092624
2021-06-16,1382.6734693092624
2021-06-17,1382.6734693092624
2021-06-18,1337.9759769800369
2021-06-19,1337.9759769800369
2021-06-20,1337.9759769800369
2021-06-21,1337.9759769800369
2021-06-22,1337.9759769800369
2021-06-23,1337.9759769800369
2021-06-24,1337.9759769800369
2021-06-25,1337.9759769800369
2021-06-26,1337.9759769800369
2021-06-27,1337.9759769800369
2021-06-28,1337.9759769800369
2021-06-29,1337.9759769800369
2021-06-30,1337.9759769800369
2021-07-01,1337.9759769800369
2021-07-02,1337.9759769800369
2021-07-03,1337.9759769800369
2021-07-04,1337.9759769800369
2021-07-05,1337.9759769800369
2021-07-06,1337.9759769800369
2021-07-07,1337.9759769800369
2021-07-08,1337.9759769800369
2021-07-09,1337.9759769800369
2021-07-10,1337.9759769800369
2021-07-11,1337.9759769800369
2021-07-12,1337.9759769800369
2021-07-13,1337.9759769800369
2021-07-14,1337.9759769800369
2021-07-15,1337.9759769800369
2021-07-16,1337.9759769800369
2021-07-17,1337.9759769800369
2021-07-18,1337.9759769800369
2021-07-19,1337.9759769800369
2021-07-20,1337.9759769800369
2021-07-21,1351.394938209609
2021-07-22,1351.394938209609
2021-07-23,1351.394938209609
2021-07-24,1351.394938209609
2021-07-25,1351.394938209609
2021-07-26,1351.394938209609
2021-07-27,1351.394938209609
2021-07-28,1351.394938209609
2021-07-29,1347.4799791273435
2021-07-30,1347.4799791273435
2021-07-31,1347.4799791273435
2021-08-01,1347.4799791273435
2021-08-02,1347.4799791273435
2021-08-03,1347.4799791273435
2021-08-04,1347.4799791273435
2021-08-05,1347.4799791273435
2021-08-06,1347.4799791273435
2021-08-07,1347.4799791273435
2021-08-08,1347.4799791273435
2021-08-09,1347.4799791273435
2021-08-10,1347.4799791273435
2021-08-11,1347.4799791273435
2021-08-12,1347.4799791273435
2021-08-13,1347.4799791273435
2021-08-14,1347.4799791273435
2021-08-15,1347.4799791273435
2021-08-16,1347.4799791273435
2021-08-17,1347.4799791273435
2021-08-18,1347.4799791273435
2021-08-19,1347.4799791273435
2021-08-20,1347.4799791273435
2021-08-21,1347.4799791273435
2021-08-22,1347.4799791273435
2021-08-23,1347.4799791273435
2021-08-24,1347.4799791273435
2021-08-25,1397.832139870247
2021-08-26,1397.832139870247
2021-08-27,1397.832139870247
2021-08-28,1397.832139870247
2021-08-29,1397.832139870247
2021-08-30,1397.832139870247
2021-08-31,1397.832139870247
2021-09-01,1397.832139870247
2021-09-02,1397.832139870247
2021-09-03,1397.832139870247
2021-09-04,1397.832139870247
2021-09-05,1397.832139870247
2021-09-06,1397.832139870247
2021-09-07,1397.832139870247
2021-09-08,1397.832139870247
2021-09-09,1397.832139870247
2021-09-10,1397.832139870247
2021-09-11,1397.832139870247
2021-09-12,1397.832139870247
2021-09-13,1397.832139870247
2021-09-14,1397.832139870247
2021-09-15,1397.832139870247
2021-09-16,1397.832139870247
2021-09-17,1378.3915902609253
2021-09-18,1378.3915902609253
2021-09-19,1378.3915902609253
2021-09-20,1378.3915902609253
2021-09-21,1378.3915902609253
2021-09-22,1406.4531512491671
2021-09-23,1406.4531512491671
2021-09-24,1406.4531512491671
2021-09-25,1406.4531512491671
2021-09-26,1406.4531512491671
2021-09-27,1406.4531512491671
2021-09-28,1406.4531512491671
2021-09-29,1357.8243849861276
2021-09-30,1357.8243849861276
2021-10-01,1361.9517258353699
2021-10-02,1361.9517258353699
2021-10-03,1361.9517258353699
2021-10-04,1361.9517258353699
2021-10-05,1381.9728966157033
2021-10-06,1381.9728966157033
2021-10-07,1381.9728966157033
2021-10-08,1381.9728966157033
2021-10-09,1381.9728966157033
2021-10-10,1381.9728966157033
2021-10-11,1381.9728966157033
2021-10-12,1381.9728966157033
2021-10-13,1381.9728966157033
2021-10-14,1381.9728966157033
2021-10-15,1381.9728966157033
2021-10-16,1381.9728966157033
2021-10-17,1381.9728966157033
2021-10-18,1381.9728966157033
2021-10-19,1381.9728966157033
2021-10-20,1381.9728966157033
2021-10-21,1380.232863589746
2021-10-22,1380.232863589746
2021-10-23,1380.232863589746
2021-10-24,1380.232863589746
2021-10-25,1380.232863589746
2021-10-26,1380.232863589746
2021-10-27,1380.232863589746
2021-10-28,1380.232863589746
2021-10-29,1380.232863589746
2021-10-30,1380.232863589746
2021-10-31,1380.232863589746
2021-11-01,1380.232863589746
2021-11-02,1380.232863589746
2021-11-03,1380.232863589746
2021-11-04,1380.232863589746
2021-11-05,1380.232863589746
2021-11-06,1380.232863589746
2021-11-07,1380.232863589746
2021-11-08,1388.8357953456618
2021-11-09,1388.8357953456618
2021-11-10,1388.8357953456618
2021-11-11,1388.8357953456618
2021-11-12,1444.54290193629
2021-11-13,1444.54290193629
2021-11-14,1444.54290193629
2021-11-15,1444.54290193629
2021-11-16,1444.54290193629
2021-11-17,1444.54290193629
2021-11-18,1444.54290193629
2021-11-19,1444.54290193629
2021-11-20,1444.54290193629
2021-11-21,1444.54290193629
2021-11-22,1444.54290193629
2021-11-23,1444.54290193629
2021-11-24,1444.54290193629
2021-11-25,1444.54290193629
2021-11-26,1444.54290193629
2021-11-27,1444.54290193629
2021-11-28,1444.54290193629
2021-11-29,1444.54290193629
2021-11-30,1444.54290193629
2021-12-01,1444.54290193629
2021-12-02,1476.8029150997777
2021-12-03,1476.8029150997777
2021-12-04,1476.8029150997777
2021-12-05,1476.8029150997777
2021-12-06,1476.8029150997777
2021-12-07,1476.8029150997777
2021-12-08,1476.8029150997777
2021-12-09,1467.129897699915
2021-12-10,1467.129897699915
2021-12-11,1467.129897699915
2021-12-12,1467.129897699915
2021-12-13,1467.129897699915
2021-12-14,1467.129897699915
2021-12-15,1467.129897699915
2021-12-16,1467.129897699915
2021-12-17,1467.129897699915
2021-12-18,1467.129897699915
2021-12-19,1467.129897699915
2021-12-20,1467.129897699915
2021-12-21,1476.4746741183858
2021-12-22,1476.4746741183858
2021-12-23,1476.4746741183858
2021-12-24,1476.4746741183858
2021-12-25,1476.4746741183858
2021-12-26,1476.4746741183858
2021-12-27,1515.9000112945146
2021-12-28,1515.9000112945146
2021-12-29,1515.9000112945146
2021-12-30,1515.2483716433808
2021-12-31,1515.2483716433808
2022-01-01,1515.2483716433808
2022-01-02,1515.2483716433808
2022-01-03,1515.2483716433808
2022-01-04,1515.2483716433808
2022-01-05,1388.4746034979187
2022-01-06,1388.4746034979187
2022-01-07,1388.4746034979187
2022-01-08,1388.4746034979187
2022-01-09,1388.4746034979187
2022-01-10,1398.7708164791463
2022-01-11,1398.7708164791463
2022-01-12,1398.7708164791463
2022-01-13,1345.7044363909943
2022-01-14,1345.7044363909943
2022-01-15,1345.7044363909943
2022-01-16,1345.7044363909943
2022-01-17,1345.7044363909943
2022-01-18,1345.7044363909943
2022-01-19,1302.5795451861864
2022-01-20,1302.5795451861864
2022-01-21,1302.5795451861864
2022-01-22,1302.5795451861864
2022-01-23,1302.5795451861864
2022-01-24,1334.9671268571342
2022-01-25,1334.9671268571342
2022-01-26,1334.9671268571342
2022-01-27,1334.9671268571342
2022-01-28,1334.9671268571342
2022-01-29,1334.9671268571342
2022-01-30,1334.9671268571342
2022-01-31,1387.0648739688606
2022-02-01,1387.0648739688606
2022-02-02,1387.0648739688606
2022-02-03,1387.0648739688606
2022-02-04,1387.0648739688606
2022-02-05,1387.0648739688606
2022-02-06,1387.0648739688606
2022-02-07,1387.0648739688606
2022-02-08,1387.0648739688606
2022-02-09,1613.9588096354519
2022-02-10,1613.9588096354519
2022-02-11,1613.9588096354519
2022-02-12,1613.9588096354519
2022-02-13,1613.9588096354519
2022-02-14,1613.9588096354519
2022-02-15,1613.9588096354519
2022-02-16,1617.9908935777203
2022-02-17,1617.9908935777203
2022-02-18,1639.0131121825389
2022-02-19,1639.0131121825389
2022-02-20,1639.0131121825389
2022-02-21,1639.0131121825389
2022-02-22,1639.0131121825389
2022-02-23,1600.458967843289
2022-02-24,1600.458967843289
2022-02-25,1600.458967843289
2022-02-26,1600.458967843289
2022-02-27,1600.458967843289
2022-02-28,1643.58712529254
2022-03-01,1643.58712529254
2022-03-02,1643.58712529254
2022-03-03,1643.58712529254
2022-03-04,1643.58712529254
2022-03-05,1643.58712529254
2022-03-06,1643.58712529254
2022-03-07,1643.58712529254
2022-03-08,1616.9943537259962
2022-03-09,1616.9943537259962
2022-03-10,1600.5490469118483
2022-03-11,1600.5490469118483
2022-03-12,1600.5490469118483
2022-03-13,1600.5490469118483
2022-03-14,1484.4530316277737
2022-03-15,1484.4530316277737
2022-03-16,1484.4530316277737
2022-03-17,1603.8570354808876
2022-03-18,1603.8570354808876
2022-03-19,1603.8570354808876
2022-03-20,1603.8570354808876
2022-03-21,1603.8570354808876
2022-03-22,1612.0173633624172
2022-03-23,1612.0173633624172
2022-03-24,1636.8308798240714
2022-03-25,1636.8308798240714
2022-03-26,1636.8308798240714
2022-03-27,1636.8308798240714
2022-03-28,1636.8308798240714
2022-03-29,1636.8308798240714
2022-03-30,1636.8308798240714
2022-03-31,1595.6958629489118
2022-04-01,1595.6958629489118
2022-04-02,1595.6958629489118
2022-04-03,1595.6958629489118
2022-04-04,1595.6958629489118
2022-04-05,1624.2369729831812
2022-04-06,1624.2369729831812
2022-04-07,1624.2369729831812
2022-04-08,1615.6606293074763
2022-04-09,1615.6606293074763
2022-04-10,1615.6606293074763
2022-04-11,1615.6606293074763
2022-04-12,1615.6606293074763
2022-04-13,1547.3912064863607
2022-04-14,1547.3912064863607
2022-04-15,1547.3912064863607
2022-04-16,1547.3912064863607
2022-04-17,1547.3912064863607
2022-04-18,1532.5582417948638
2022-04-19,1532.5582417948638
2022-04-20,1532.5582417948638
2022-04-21,1532.5582417948638
2022-04-22,1532.5582417948638
2022-04-23,1532.5582417948638
2022-04-24,1532.5582417948638
2022-04-25,1532.5582417948638
2022-04-26,1452.5616012381815
2022-04-27,1452.5616012381815
2022-04-28,1452.5616012381815
2022-04-29,1452.5616012381815
2022-04-30,1452.5616012381815
2022-05-01,1452.5616012381815
2022-05-02,1452.5616012381815
2022-05-03,1442.3484360342393
2022-05-04,1442.3484360342393
2022-05-05,1442.3484360342393
2022-05-06,1442.3484360342393
2022-05-07,1442.3484360342393
2022-05-08,1442.3484360342393
2022-05-09,1442.3484360342393
2022-05-10,1415.967415294485
2022-05-11,1415.967415294485
2022-05-12,1415.967415294485
2022-05-13,1527.9351498181995
2022-05-14,1527.9351498181995
2022-05-15,1527.9351498181995
2022-05-16,1527.9351498181995
2022-05-17,1569.257285228608
2022-05-18,1569.257285228608
2022-05-19,1569.257285228608
2022-05-20,1533.2631009416575
2022-05-21,1533.2631009416575
2022-05-22,1533.2631009416575
2022-05-23,1533.2631009416575
2022-05-24,1533.2631009416575
2022-05-25,1533.2631009416575
2022-05-26,1533.2631009416575
2022-05-27,1660.7615917567387
2022-05-28,1660.7615917567387
2022-05-29,1660.7615917567387
2022-05-30,1660.7615917567387
2022-05-31,1660.7615917567387
2022-06-01,1660.7615917567387
2022-06-02,1677.316062325984
2022-06-03,1677.316062325984
2022-06-04,1677.316062325984
2022-06-05,1677.316062325984
2022-06-06,1677.316062325984
2022-06-07,1677.316062325984
2022-06-08,1677.316062325984
2022-06-09,1677.316062325984
2022-06-10,1677.316062325984
2022-06-11,1677.316062325984
2022-06-12,1677.316062325984
2022-06-13,1454.2934280000914
2022-06-14,1454.2934280000914
2022-06-15,1454.2934280000914
2022-06-16,1455.2195329213396
2022-06-17,1455.2195329213396
2022-06-18,1455.2195329213396
2022-06-19,1455.2195329213396
2022-06-20,1455.2195329213396
2022-06-21,1485.0236729544572
2022-06-22,1485.0236729544572
2022-06-23,1485.0236729544572
2022-06-24,1485.0236729544572
2022-06-25,1485.0236729544572
2022-06-26,1485.0236729544572
2022-06-27,1485.0236729544572
2022-06-28,1485.0236729544572
2022-06-29,1485.0236729544572
2022-06-30,1446.0834504698323
2022-07-01,1446.0834504698323
2022-07-02,1446.0834504698323
2022-07-03,1446.0834504698323
2022-07-04,1446.0834504698323
2022-07-05,1446.0834504698323
2022-07-06,1469.3384846257304
2022-07-07,1469.3384846257304
2022-07-08,1469.3384846257304
2022-07-09,1469.3384846257304
2022-07-10,1469.3384846257304
2022-07-11,1446.1697124411353
2022-07-12,1446.1697124411353
2022-07-13,1446.1697124411353
2022-07-14,1433.4418604591658
2022-07-15,1433.4418604591658
2022-07-16,1433.4418604591658
2022-07-17,1433.4418604591658
2022-07-18,1433.4418604591658
2022-07-19,1433.4418604591658
2022-07-20,1433.4418604591658
2022-07-21,1462.7701704003603
2022-07-22,1462.7701704003603
2022-07-23,1462.7701704003603
2022-07-24,1462.7701704003603
2022-07-25,1462.7701704003603
2022-07-26,1454.48775623946
2022-07-27,1454.48775623946
2022-07-28,1454.48775623946
2022-07-29,1454.48775623946
2022-07-30,1454.48775623946
2022-07-31,1454.48775623946
2022-08-01,1454.48775623946
2022-08-02,1454.48775623946
2022-08-03,1454.48775623946
2022-08-04,1463.8612040028959
2022-08-05,1463.8612040028959
2022-08-06,1463.8612040028959
2022-08-07,1463.8612040028959
2022-08-08,1463.8612040028959
2022-08-09,1463.8612040028959
2022-08-10,1463.8612040028959
2022-08-11,1463.8612040028959
2022-08-12,1463.8612040028959
2022-08-13,1463.8612040028959
2022-08-14,1463.8612040028959
2022-08-15,1463.8612040028959
2022-08-16,1463.8612040028959
2022-08-17,1463.8612040028959
2022-08-18,1463.8612040028959
2022-08-19,1530.1575581657228
2022-08-20,1530.1575581657228
2022-08-21,1530.1575581657228
2022-08-22,1530.1575581657228
2022-08-23,1530.1575581657228
2022-08-24,1530.1575581657228
2022-08-25,1530.1575581657228
2022-08-26,1499.6485145002819
2022-08-27,1499.6485145002819
2022-08-28,1499.6485145002819
2022-08-29,1499.6485145002819
2022-08-30,1499.6485145002819
2022-08-31,1474.8245937627157
2022-09-01,1474.8245937627157
2022-09-02,1474.8245937627157
2022-09-03,1474.8245937627157
2022-09-04,1474.8245937627157
2022-09-05,1474.8245937627157
2022-09-06,1409.8134340880367
2022-09-07,1409.8134340880367
2022-09-08,1409.8134340880367
2022-09-09,1409.8134340880367
2022-09-10,1409.8134340880367
2022-09-11,1409.8134340880367
2022-09-12,1456.572328255938
2022-09-13,1456.572328255938
2022-09-14,1456.572328255938
2022-09-15,1449.5759403362351
2022-09-16,1449.5759403362351
2022-09-17,1449.5759403362351
2022-09-18,1449.5759403362351
2022-09-19,1449.5759403362351
2022-09-20,1448.592843733769
2022-09-21,1448.592843733769
2022-09-22,1448.592843733769
2022-09-23,1376.0140670744931
2022-09-24,1376.0140670744931
2022-09-25,1376.0140670744931
2022-09-26,1376.0140670744931
2022-09-27,1376.0140670744931
2022-09-28,1376.0140670744931
2022-09-29,1376.0140670744931
2022-09-30,1306.522906678371
2022-10-01,1306.522906678371
2022-10-02,1306.522906678371
2022-10-03,1306.522906678371
2022-10-04,1306.522906678371
2022-10-05,1306.522906678371
2022-10-06,1407.9008828722463
2022-10-07,1407.9008828722463
2022-10-08,1407.9008828722463
2022-10-09,1407.9008828722463
2022-10-10,1407.9008828722463
2022-10-11,1407.9008828722463
2022-10-12,1351.3643907958005
2022-10-13,1351.3643907958005
2022-10-14,1351.3643907958005
2022-10-15,1351.3643907958005
2022-10-16,1351.3643907958005
2022-10-17,1251.3808833147255
2022-10-18,1251.3808833147255
2022-10-19,1251.3808833147255
2022-10-20,1251.3808833147255
2022-10-21,1251.3808833147255
2022-10-22,1251.3808833147255
2022-10-23,1251.3808833147255
2022-10-24,1251.3808833147255
2022-10-25,1251.3808833147255
2022-10-26,1279.5587910678153
2022-10-27,1279.5587910678153
2022-10-28,1279.5587910678153
2022-10-29,1279.5587910678153
2022-10-30,1279.5587910678153
2022-10-31,1279.5587910678153
2022-11-01,1279.5587910678153
2022-11-02,1279.5587910678153
2022-11-03,1279.5587910678153
2022-11-04,1273.820859269305
2022-11-05,1273.820859269305
2022-11-06,1273.820859269305
2022-11-07,1273.820859269305
2022-11-08,1273.820859269305
2022-11-09,1277.7549049787388
2022-11-10,1277.7549049787388
2022-11-11,1277.7549049787388
2022-11-12,1277.7549049787388
2022-11-13,1277.7549049787388
2022-11-14,1265.3560244426217
2022-11-15,1265.3560244426217
2022-11-16,1259.368535367972
2022-11-17,1259.368535367972
2022-11-18,1259.368535367972
2022-11-19,1259.368535367972
2022-11-20,1259.368535367972
2022-11-21,1259.368535367972
2022-11-22,1259.368535367972
2022-11-23,1327.8464822262363
2022-11-24,1327.8464822262363
2022-11-25,1327.8464822262363
2022-11-26,1327.8464822262363
2022-11-27,1327.8464822262363
2022-11-28,1327.8464822262363
2022-11-29,1327.8464822262363
2022-11-30,1327.8464822262363
2022-12-01,1327.8464822262363
2022-12-02,1489.0247425952643
2022-12-03,1489.0247425952643
2022-12-04,1489.0247425952643
2022-12-05,1489.0247425952643
2022-12-06,1489.0247425952643
2022-12-07,1489.0247425952643
2022-12-08,1489.0247425952643
2022-12-09,1489.0247425952643
2022-12-10,1489.0247425952643
2022-12-11,1489.0247425952643
2022-12-12,1489.0247425952643
2022-12-13,1556.8607104073706
2022-12-14,1556.8607104073706
2022-12-15,1556.8607104073706
2022-12-16,1526.6918202541412
2022-12-17,1526.6918202541412
2022-12-18,1526.6918202541412
2022-12-19,1526.6918202541412
2022-12-20,1526.6918202541412
2022-12-21,1532.44874372428
2022-12-22,1532.44874372428
2022-12-23,1519.4618899639047
