symbol,short_sell_date,short_sell_price,buy_to_cover_date,buy_to_cover_price
PYPL_HISTORY,2021-06-28,293.65,2021-07-02,290.24
AMAT_HISTORY,2021-06-28,140.99,2021-06-30,142.4
NVDA_HISTORY,2021-06-29,20.03,2021-06-30,20.0
AMD_HISTORY,2021-06-29,89.52,2021-07-01,93.31
MS_HISTORY,2021-06-29,90.64,2021-07-06,90.21
ABT_HISTORY,2021-06-29,117.21,2021-07-01,117.16
QCOM_HISTORY,2021-06-29,142.62,2021-07-06,141.19
AMAT_HISTORY,2021-06-29,141.92,2021-07-01,137.95
NVDA_HISTORY,2021-06-30,20.0,2021-07-01,20.21
MU_HISTORY,2021-06-30,84.98,2021-07-02,80.33
ABT_HISTORY,2021-06-30,115.93,2021-07-02,118.04
AMAT_HISTORY,2021-06-30,142.4,2021-07-02,138.16
AAPL_HISTORY,2021-07-02,139.96,2021-07-07,144.57
NVDA_HISTORY,2021-07-02,20.49,2021-07-06,20.7
MSFT_HISTORY,2021-07-02,277.65,2021-07-07,279.93
AAPL_HISTORY,2021-07-06,142.02,2021-07-08,143.24
MSFT_HISTORY,2021-07-06,277.66,2021-07-08,277.42
NKE_HISTORY,2021-07-06,160.11,2021-07-08,160.63
AMZN_HISTORY,2021-07-07,184.83,2021-07-13,183.87
MSFT_HISTORY,2021-07-07,279.93,2021-07-09,277.94
GOOGL_HISTORY,2021-07-07,126.47,2021-07-09,125.52
GOOG_HISTORY,2021-07-07,130.08,2021-07-09,129.57
NKE_HISTORY,2021-07-07,160.16,2021-07-09,161.0
GOOGL_HISTORY,2021-07-08,125.04,2021-07-12,126.98
GOOG_HISTORY,2021-07-08,129.18,2021-07-12,130.56
CCL_HISTORY,2021-07-21,23.19,2021-07-23,21.96
FCX_HISTORY,2021-07-21,34.65,2021-07-23,35.19
AMAT_HISTORY,2021-07-21,138.0,2021-07-22,137.18
NCLH_HISTORY,2021-07-21,26.08,2021-07-23,24.87
NVDA_HISTORY,2021-07-22,19.59,2021-07-26,19.29
META_HISTORY,2021-07-22,351.19,2021-07-26,372.46
CCL_HISTORY,2021-07-22,22.71,2021-07-26,23.16
PYPL_HISTORY,2021-07-22,303.69,2021-07-26,306.8
AMAT_HISTORY,2021-07-22,137.18,2021-07-23,138.43
NCLH_HISTORY,2021-07-22,25.64,2021-07-26,26.02
META_HISTORY,2021-07-23,369.79,2021-07-26,372.46
AMD_HISTORY,2021-07-23,92.15,2021-07-26,91.82
GOOGL_HISTORY,2021-07-23,133.02,2021-07-27,131.9
PYPL_HISTORY,2021-07-23,308.53,2021-07-27,300.48
FCX_HISTORY,2021-07-23,35.19,2021-07-26,36.65
AMAT_HISTORY,2021-07-23,138.43,2021-07-26,138.48
META_HISTORY,2021-07-26,372.46,2021-07-27,367.81
AMD_HISTORY,2021-07-26,91.82,2021-07-27,91.03
GOOGL_HISTORY,2021-07-26,134.04,2021-07-28,136.09
GOOG_HISTORY,2021-07-26,139.64,2021-07-28,136.38
MA_HISTORY,2021-07-26,392.8,2021-07-30,385.94
FCX_HISTORY,2021-07-26,36.65,2021-07-27,36.35
AMAT_HISTORY,2021-07-26,138.48,2021-07-27,134.9
MRNA_HISTORY,2021-07-27,328.5,2021-08-02,346.61
MSFT_HISTORY,2021-07-27,286.54,2021-08-02,284.82
META_HISTORY,2021-07-27,367.81,2021-07-28,373.28
AMD_HISTORY,2021-07-27,91.03,2021-07-29,102.95
GOOGL_HISTORY,2021-07-27,131.9,2021-07-29,135.78
GOOG_HISTORY,2021-07-27,136.8,2021-07-29,136.54
MRNA_HISTORY,2021-08-05,416.26,2021-08-11,385.33
NVDA_HISTORY,2021-08-05,20.64,2021-08-11,19.7
MU_HISTORY,2021-08-05,81.49,2021-08-11,75.03
WMT_HISTORY,2021-08-05,48.5,2021-08-09,48.53
NKE_HISTORY,2021-08-05,173.85,2021-08-11,171.27
WMT_HISTORY,2021-08-06,48.41,2021-08-10,49.56
LLY_HISTORY,2021-08-06,263.44,2021-08-10,269.45
GE_HISTORY,2021-08-09,64.5376,2021-08-13,65.2906
LLY_HISTORY,2021-08-09,267.16,2021-08-11,264.1
GOOGL_HISTORY,2021-08-24,141.26,2021-08-26,141.44
CSCO_HISTORY,2021-08-24,59.32,2021-08-26,59.2
GOOG_HISTORY,2021-08-24,142.4,2021-08-26,142.12
CRWD_HISTORY,2021-08-24,265.63,2021-08-26,278.77
NVDA_HISTORY,2021-08-25,22.21,2021-08-31,22.39
GOOGL_HISTORY,2021-08-25,142.08,2021-08-27,144.0
PANW_HISTORY,2021-08-25,74.51,2021-08-31,76.84
CSCO_HISTORY,2021-08-25,59.35,2021-08-27,59.02
CRWD_HISTORY,2021-08-25,270.0,2021-08-27,282.31
GOOG_HISTORY,2021-08-25,142.95,2021-08-27,144.55
FCX_HISTORY,2021-08-25,35.11,2021-08-31,36.39
CSCO_HISTORY,2021-08-26,59.2,2021-08-30,59.13
CCL_HISTORY,2021-08-26,23.47,2021-08-30,23.63
CCL_HISTORY,2021-08-27,24.35,2021-08-31,24.14
META_HISTORY,2021-08-31,379.38,2021-09-07,382.18
PYPL_HISTORY,2021-08-31,288.66,2021-09-07,293.26
AAPL_HISTORY,2021-09-01,152.51,2021-09-08,155.11
TSLA_HISTORY,2021-09-01,244.7,2021-09-03,244.52
AMZN_HISTORY,2021-09-01,173.95,2021-09-08,176.28
TSLA_HISTORY,2021-09-02,244.13,2021-09-07,250.97
TSLA_HISTORY,2021-09-03,244.52,2021-09-08,251.29
GOOGL_HISTORY,2021-09-24,142.22,2021-09-29,134.35
CCL_HISTORY,2021-09-24,25.44,2021-09-30,25.01
MA_HISTORY,2021-09-24,358.16,2021-09-30,347.68
WMT_HISTORY,2021-09-29,46.81,2021-10-01,45.68
WMT_HISTORY,2021-09-30,46.46,2021-10-04,45.24
FDX_HISTORY,2021-10-01,222.53,2021-10-07,222.95
AMD_HISTORY,2021-10-07,106.45,2021-10-13,109.16
MSFT_HISTORY,2021-10-08,294.85,2021-10-12,292.88
AAPL_HISTORY,2021-10-11,142.81,2021-10-15,144.84
MSFT_HISTORY,2021-10-11,294.23,2021-10-13,296.31
NVDA_HISTORY,2021-10-11,20.7,2021-10-13,20.94
NVDA_HISTORY,2021-10-12,20.67,2021-10-14,21.75
MSFT_HISTORY,2021-10-15,304.21,2021-10-20,307.41
HD_HISTORY,2021-10-15,350.41,2021-10-19,357.99
AMD_HISTORY,2021-10-18,116.43,2021-10-20,116.39
NVDA_HISTORY,2021-10-18,22.22,2021-10-20,22.1
FCX_HISTORY,2021-10-18,38.54,2021-10-20,38.93
PYPL_HISTORY,2021-10-18,270.33,2021-10-22,240.4
CRWD_HISTORY,2021-10-18,285.35,2021-10-20,283.33
HD_HISTORY,2021-10-18,355.01,2021-10-20,358.23
ADBE_HISTORY,2021-10-18,622.83,2021-10-20,632.37
AMD_HISTORY,2021-10-19,116.33,2021-10-21,119.33
NVDA_HISTORY,2021-10-19,22.29,2021-10-21,22.69
COIN_HISTORY,2021-10-19,305.63,2021-10-25,325.54
FCX_HISTORY,2021-10-19,38.85,2021-10-21,38.42
QCOM_HISTORY,2021-10-19,132.5,2021-10-21,133.05
CRWD_HISTORY,2021-10-19,282.35,2021-10-21,284.1
ADBE_HISTORY,2021-10-19,636.07,2021-10-21,638.66
HD_HISTORY,2021-10-19,357.99,2021-10-21,364.62
AAPL_HISTORY,2021-10-20,149.26,2021-10-22,148.69
AMD_HISTORY,2021-10-20,116.39,2021-10-21,119.33
WMT_HISTORY,2021-10-20,48.67,2021-10-22,49.45
QCOM_HISTORY,2021-10-20,132.16,2021-10-22,131.62
ADBE_HISTORY,2021-10-20,632.37,2021-10-21,638.66
CRWD_HISTORY,2021-10-20,283.33,2021-10-22,283.39
AAPL_HISTORY,2021-10-21,149.48,2021-10-25,148.64
AMD_HISTORY,2021-10-21,119.33,2021-10-22,119.82
NVDA_HISTORY,2021-10-21,22.69,2021-10-25,23.17
INTC_HISTORY,2021-10-21,56.0,2021-10-27,47.89
WMT_HISTORY,2021-10-21,48.94,2021-10-25,50.02
ADBE_HISTORY,2021-10-21,638.66,2021-10-22,643.58
AAPL_HISTORY,2021-10-22,148.69,2021-10-26,149.32
HD_HISTORY,2021-10-27,372.32,2021-11-02,367.29
MRK_HISTORY,2021-10-28,86.55,2021-11-03,88.68
F_HISTORY,2021-11-01,17.95,2021-11-03,18.63
TSLA_HISTORY,2021-11-02,390.67,2021-11-04,409.97
MSFT_HISTORY,2021-11-02,333.13,2021-11-08,336.99
NVDA_HISTORY,2021-11-02,26.4,2021-11-05,29.75
F_HISTORY,2021-11-02,18.01,2021-11-04,19.42
COIN_HISTORY,2021-11-02,336.34,2021-11-04,344.45
TSLA_HISTORY,2021-11-03,404.62,2021-11-05,407.36
F_HISTORY,2021-11-03,18.63,2021-11-04,19.42
COIN_HISTORY,2021-11-03,344.38,2021-11-05,337.05
INTC_HISTORY,2021-11-03,50.39,2021-11-09,51.2
CVS_HISTORY,2021-11-03,96.34,2021-11-05,93.78
TSLA_HISTORY,2021-11-04,409.97,2021-11-08,387.65
NVDA_HISTORY,2021-11-04,29.8,2021-11-08,30.8
AMD_HISTORY,2021-11-04,137.5,2021-11-08,150.16
F_HISTORY,2021-11-04,19.42,2021-11-05,19.29
COIN_HISTORY,2021-11-04,344.45,2021-11-08,353.92
GM_HISTORY,2021-11-04,58.64,2021-11-08,59.6
MU_HISTORY,2021-11-04,72.24,2021-11-08,74.56
CVS_HISTORY,2021-11-04,94.49,2021-11-08,93.76
NKE_HISTORY,2021-11-04,175.44,2021-11-10,168.26
NVDA_HISTORY,2021-11-05,29.75,2021-11-09,30.66
AMD_HISTORY,2021-11-05,136.34,2021-11-09,148.92
QCOM_HISTORY,2021-11-05,163.03,2021-11-11,164.42
F_HISTORY,2021-11-05,19.29,2021-11-08,20.15
UBER_HISTORY,2021-11-05,47.19,2021-11-10,43.38
GM_HISTORY,2021-11-05,58.52,2021-11-09,58.62
MU_HISTORY,2021-11-05,72.92,2021-11-09,75.59
AMAT_HISTORY,2021-11-05,153.29,2021-11-11,153.9
GM_HISTORY,2021-11-09,58.62,2021-11-11,61.82
AAPL_HISTORY,2021-11-18,157.87,2021-11-22,161.02
QCOM_HISTORY,2021-11-18,186.32,2021-11-24,180.71
HD_HISTORY,2021-11-18,405.85,2021-11-22,408.79
MRNA_HISTORY,2021-11-18,251.41,2021-11-24,273.39
TSLA_HISTORY,2021-11-19,379.02,2021-11-26,360.64
AAPL_HISTORY,2021-11-19,160.55,2021-11-23,161.41
HD_HISTORY,2021-11-19,408.69,2021-11-23,408.37
NVDA_HISTORY,2021-11-22,31.96,2021-11-29,33.38
HD_HISTORY,2021-11-26,402.7,2021-12-01,400.42
GOOGL_HISTORY,2021-12-03,142.0,2021-12-08,148.19
META_HISTORY,2021-12-08,330.56,2021-12-10,329.75
PYPL_HISTORY,2021-12-08,197.35,2021-12-10,188.51
GOOGL_HISTORY,2021-12-08,148.19,2021-12-10,148.0
GOOG_HISTORY,2021-12-08,148.72,2021-12-10,148.68
AMAT_HISTORY,2021-12-08,157.29,2021-12-10,152.73
PYPL_HISTORY,2021-12-09,191.75,2021-12-13,186.38
GOOG_HISTORY,2021-12-09,148.11,2021-12-13,146.7
AMAT_HISTORY,2021-12-09,152.65,2021-12-13,147.1
AMZN_HISTORY,2021-12-20,167.08,2021-12-23,171.07
NVDA_HISTORY,2021-12-21,29.08,2021-12-23,29.64
TSLA_HISTORY,2021-12-22,336.29,2021-12-23,355.67
TSLA_HISTORY,2021-12-23,355.67,2021-12-27,364.65
NVDA_HISTORY,2021-12-23,29.64,2021-12-27,30.95
AMD_HISTORY,2021-12-23,146.14,2021-12-28,153.15
BA_HISTORY,2021-12-23,204.22,2021-12-28,206.13
UBER_HISTORY,2021-12-23,43.91,2021-12-30,42.66
CCL_HISTORY,2021-12-23,21.2,2021-12-30,20.53
TSLA_HISTORY,2021-12-27,364.65,2021-12-28,362.82
NVDA_HISTORY,2021-12-27,30.95,2021-12-28,30.32
AMD_HISTORY,2021-12-27,154.36,2021-12-28,153.15
MU_HISTORY,2021-12-27,94.43,2021-12-31,93.15
BA_HISTORY,2021-12-27,203.17,2021-12-29,203.66
AVGO_HISTORY,2021-12-27,67.43,2021-12-29,67.26
COIN_HISTORY,2021-12-27,280.27,2021-12-31,252.37
TSLA_HISTORY,2021-12-28,362.82,2021-12-29,362.06
NVDA_HISTORY,2021-12-28,30.32,2021-12-29,30.0
AMD_HISTORY,2021-12-28,153.15,2021-12-29,148.26
MSFT_HISTORY,2021-12-28,341.25,2022-01-03,334.75
META_HISTORY,2021-12-28,346.22,2022-01-03,338.54
AMAT_HISTORY,2021-12-28,159.64,2021-12-30,157.98
TSLA_HISTORY,2021-12-29,362.06,2021-12-30,356.78
F_HISTORY,2021-12-29,20.56,2022-01-04,24.31
AVGO_HISTORY,2021-12-29,67.26,2021-12-31,66.54
AMAT_HISTORY,2021-12-29,160.98,2021-12-31,157.36
GM_HISTORY,2021-12-29,57.23,2022-01-04,65.74
AMAT_HISTORY,2021-12-30,157.98,2022-01-03,159.93
AMZN_HISTORY,2022-01-05,164.36,2022-01-10,161.49
AAPL_HISTORY,2022-01-07,172.17,2022-01-13,172.19
AMZN_HISTORY,2022-01-07,162.55,2022-01-11,165.36
AMZN_HISTORY,2022-01-11,165.36,2022-01-13,161.21
TSLA_HISTORY,2022-01-12,368.74,2022-01-13,343.85
AAPL_HISTORY,2022-01-13,172.19,2022-01-19,166.23
CRM_HISTORY,2022-01-13,228.63,2022-01-18,226.06
TSLA_HISTORY,2022-01-14,349.87,2022-01-18,343.5
AMD_HISTORY,2022-01-14,136.88,2022-01-19,128.27
GOOGL_HISTORY,2022-01-14,139.48,2022-01-20,133.31
GOOG_HISTORY,2022-01-14,139.79,2022-01-20,133.51
CRM_HISTORY,2022-01-14,231.23,2022-01-19,226.27
CRM_HISTORY,2022-01-18,226.06,2022-01-19,226.27
GOOGL_HISTORY,2022-01-19,135.12,2022-01-21,130.35
GOOG_HISTORY,2022-01-19,135.65,2022-01-21,130.09
CRM_HISTORY,2022-01-19,226.27,2022-01-20,222.94
GOOGL_HISTORY,2022-01-20,133.31,2022-01-21,130.35
GOOG_HISTORY,2022-01-20,133.51,2022-01-24,130.37
UNH_HISTORY,2022-01-20,463.0,2022-01-25,456.84
AAPL_HISTORY,2022-01-21,162.41,2022-01-27,159.22
GOOGL_HISTORY,2022-01-21,130.35,2022-01-24,130.8
INTC_HISTORY,2022-01-21,52.04,2022-01-27,48.05
WMT_HISTORY,2022-01-21,46.73,2022-01-26,45.25
GOOGL_HISTORY,2022-01-24,130.8,2022-01-25,126.93
GOOG_HISTORY,2022-01-24,130.37,2022-01-26,129.24
T_HISTORY,2022-01-24,19.88,2022-01-28,19.03
CVX_HISTORY,2022-01-24,127.18,2022-01-28,130.61
UNH_HISTORY,2022-01-24,462.27,2022-01-26,458.43
WMT_HISTORY,2022-01-25,45.72,2022-01-27,45.28
MRNA_HISTORY,2022-01-28,159.47,2022-01-31,169.33
PYPL_HISTORY,2022-01-31,171.94,2022-02-02,132.57
MRNA_HISTORY,2022-01-31,169.33,2022-02-01,172.74
GOOGL_HISTORY,2022-02-01,137.64,2022-02-03,143.09
GOOG_HISTORY,2022-02-01,137.88,2022-02-03,142.65
PYPL_HISTORY,2022-02-01,175.8,2022-02-03,124.3
DIS_HISTORY,2022-02-01,144.49,2022-02-04,142.02
MRNA_HISTORY,2022-02-01,172.74,2022-02-02,169.61
AMD_HISTORY,2022-02-02,122.76,2022-02-08,128.23
NVDA_HISTORY,2022-02-02,25.24,2022-02-04,24.32
META_HISTORY,2022-02-02,323.0,2022-02-07,224.91
AMZN_HISTORY,2022-02-02,150.61,2022-02-08,161.41
GOOGL_HISTORY,2022-02-02,148.0,2022-02-04,143.29
GOOG_HISTORY,2022-02-02,148.04,2022-02-04,143.02
NVDA_HISTORY,2022-02-03,23.95,2022-02-07,24.73
NFLX_HISTORY,2022-02-03,405.6,2022-02-09,412.89
AMAT_HISTORY,2022-02-03,136.51,2022-02-09,144.2
NOW_HISTORY,2022-02-03,560.85,2022-02-09,613.97
MRNA_HISTORY,2022-02-03,163.95,2022-02-04,163.01
NVDA_HISTORY,2022-02-04,24.32,2022-02-08,25.11
MU_HISTORY,2022-02-09,88.12,2022-02-15,96.0
V_HISTORY,2022-02-11,224.69,2022-02-15,227.82
NFLX_HISTORY,2022-02-14,396.57,2022-02-18,391.29
INTC_HISTORY,2022-02-14,47.58,2022-02-18,45.04
V_HISTORY,2022-02-14,225.34,2022-02-16,228.82
AMAT_HISTORY,2022-02-15,139.84,2022-02-22,130.26
BAC_HISTORY,2022-02-23,44.78,2022-03-01,42.47
PFE_HISTORY,2022-02-23,46.87,2022-03-01,45.75
V_HISTORY,2022-02-23,215.95,2022-02-25,219.27
DIS_HISTORY,2022-02-23,145.87,2022-03-01,145.7
QCOM_HISTORY,2022-02-23,161.62,2022-02-28,171.99
MA_HISTORY,2022-02-23,361.23,2022-02-25,369.09
LOW_HISTORY,2022-02-23,215.09,2022-03-01,221.5
MA_HISTORY,2022-02-24,369.38,2022-02-28,360.82
AMD_HISTORY,2022-02-28,123.34,2022-03-04,108.41
NVDA_HISTORY,2022-02-28,24.39,2022-03-01,23.48
META_HISTORY,2022-02-28,211.03,2022-03-04,200.06
PYPL_HISTORY,2022-02-28,111.93,2022-03-01,106.51
QCOM_HISTORY,2022-02-28,171.99,2022-03-02,169.25
PYPL_HISTORY,2022-03-01,106.51,2022-03-02,106.61
TSLA_HISTORY,2022-03-02,293.3,2022-03-08,274.8
MSFT_HISTORY,2022-03-02,300.19,2022-03-08,275.85
INTC_HISTORY,2022-03-02,48.87,2022-03-08,47.5
F_HISTORY,2022-03-02,18.1,2022-03-07,15.97
CRWD_HISTORY,2022-03-02,201.75,2022-03-08,156.77
AAPL_HISTORY,2022-03-07,159.3,2022-03-09,162.95
AAPL_HISTORY,2022-03-08,157.44,2022-03-10,158.52
MSFT_HISTORY,2022-03-14,276.44,2022-03-18,300.43
NVDA_HISTORY,2022-03-16,24.5,2022-03-18,26.45
AMZN_HISTORY,2022-03-16,153.1,2022-03-18,161.25
UBER_HISTORY,2022-03-16,32.61,2022-03-18,33.36
DIS_HISTORY,2022-03-16,138.14,2022-03-21,138.62
NVDA_HISTORY,2022-03-17,24.77,2022-03-21,26.73
AMZN_HISTORY,2022-03-17,157.24,2022-03-21,161.49
MU_HISTORY,2022-03-17,80.52,2022-03-21,78.35
UBER_HISTORY,2022-03-17,32.85,2022-03-21,31.98
MS_HISTORY,2022-03-17,93.86,2022-03-21,92.61
TSLA_HISTORY,2022-03-18,301.8,2022-03-22,331.33
NVDA_HISTORY,2022-03-18,26.45,2022-03-21,26.73
META_HISTORY,2022-03-18,216.49,2022-03-22,216.65
AMZN_HISTORY,2022-03-18,161.25,2022-03-21,161.49
MU_HISTORY,2022-03-18,79.41,2022-03-22,79.12
PYPL_HISTORY,2022-03-18,118.77,2022-03-22,117.87
NFLX_HISTORY,2022-03-18,380.6,2022-03-21,374.59
MS_HISTORY,2022-03-18,94.82,2022-03-22,94.22
CRWD_HISTORY,2022-03-18,208.06,2022-03-23,219.48
CRM_HISTORY,2022-03-18,218.8,2022-03-22,218.21
TSLA_HISTORY,2022-03-21,307.05,2022-03-23,333.04
NVDA_HISTORY,2022-03-21,26.73,2022-03-22,26.52
META_HISTORY,2022-03-21,211.49,2022-03-23,213.46
AMZN_HISTORY,2022-03-21,161.49,2022-03-22,164.89
OXY_HISTORY,2022-03-21,60.96,2022-03-23,59.84
PYPL_HISTORY,2022-03-21,114.65,2022-03-23,114.65
NFLX_HISTORY,2022-03-21,374.59,2022-03-23,374.49
FCX_HISTORY,2022-03-21,49.51,2022-03-23,49.81
DVN_HISTORY,2022-03-21,61.44,2022-03-24,61.54
TSLA_HISTORY,2022-03-22,331.33,2022-03-23,333.04
NVDA_HISTORY,2022-03-22,26.52,2022-03-23,25.63
META_HISTORY,2022-03-22,216.65,2022-03-24,219.57
AMZN_HISTORY,2022-03-22,164.89,2022-03-23,163.41
OXY_HISTORY,2022-03-22,59.64,2022-03-24,57.75
PYPL_HISTORY,2022-03-22,117.87,2022-03-24,116.05
MRNA_HISTORY,2022-03-22,186.72,2022-03-28,173.08
CRWD_HISTORY,2022-03-22,217.06,2022-03-24,223.4
FCX_HISTORY,2022-03-22,49.86,2022-03-24,51.45
TSLA_HISTORY,2022-03-23,333.04,2022-03-24,337.97
AAPL_HISTORY,2022-03-23,170.21,2022-03-25,174.72
AMZN_HISTORY,2022-03-23,163.41,2022-03-24,163.65
XOM_HISTORY,2022-03-23,83.13,2022-03-25,85.2
SLB_HISTORY,2022-03-23,42.41,2022-03-25,43.68
DVN_HISTORY,2022-03-23,61.67,2022-03-25,62.5
TSLA_HISTORY,2022-03-24,337.97,2022-03-25,336.88
AAPL_HISTORY,2022-03-24,174.07,2022-03-28,175.6
SLB_HISTORY,2022-03-24,42.64,2022-03-28,41.73
CRWD_HISTORY,2022-03-25,221.95,2022-03-29,223.01
PANW_HISTORY,2022-03-25,103.73,2022-03-29,102.75
AAPL_HISTORY,2022-03-28,175.6,2022-03-29,178.96
PANW_HISTORY,2022-03-28,104.21,2022-03-30,102.63
AAPL_HISTORY,2022-03-29,178.96,2022-03-30,177.77
AMD_HISTORY,2022-03-29,123.23,2022-04-04,110.53
V_HISTORY,2022-03-29,228.12,2022-04-04,227.74
MA_HISTORY,2022-03-29,367.55,2022-03-31,357.38
ADBE_HISTORY,2022-03-30,460.06,2022-04-01,458.19
COIN_HISTORY,2022-03-30,196.7,2022-04-05,177.17
MA_HISTORY,2022-03-30,362.24,2022-04-01,363.97
ADBE_HISTORY,2022-03-31,455.62,2022-04-04,468.81
MA_HISTORY,2022-03-31,357.38,2022-04-04,366.91
NFLX_HISTORY,2022-04-04,391.5,2022-04-06,368.35
AAPL_HISTORY,2022-04-07,172.14,2022-04-11,165.75
AAPL_HISTORY,2022-04-08,170.09,2022-04-12,167.66
AAPL_HISTORY,2022-04-12,167.66,2022-04-13,170.4
AAPL_HISTORY,2022-04-13,170.4,2022-04-14,165.29
QCOM_HISTORY,2022-04-20,140.34,2022-04-25,136.56
QCOM_HISTORY,2022-04-22,132.81,2022-04-26,133.5
JPM_HISTORY,2022-04-25,126.77,2022-04-27,121.42
MU_HISTORY,2022-04-25,70.12,2022-04-28,70.18
QCOM_HISTORY,2022-04-25,136.56,2022-04-26,133.5
AAPL_HISTORY,2022-04-26,156.8,2022-05-02,157.96
MSFT_HISTORY,2022-04-26,270.22,2022-05-02,284.47
XOM_HISTORY,2022-04-26,82.29,2022-05-02,86.41
JPM_HISTORY,2022-04-26,123.02,2022-04-28,123.34
INTC_HISTORY,2022-04-26,45.52,2022-04-28,46.84
CMCSA_HISTORY,2022-04-26,44.57,2022-04-28,41.7
UNH_HISTORY,2022-04-26,513.78,2022-04-28,524.42
QCOM_HISTORY,2022-04-26,133.5,2022-04-27,135.1
HD_HISTORY,2022-04-26,299.96,2022-05-02,306.97
INTC_HISTORY,2022-04-27,45.22,2022-04-29,43.59
CMCSA_HISTORY,2022-04-27,44.45,2022-04-29,39.76
PG_HISTORY,2022-04-27,159.36,2022-04-29,160.55
UNH_HISTORY,2022-04-27,513.81,2022-04-29,508.55
WMT_HISTORY,2022-04-27,51.41,2022-05-03,50.84
MU_HISTORY,2022-04-28,70.18,2022-05-02,70.6
PG_HISTORY,2022-04-28,163.41,2022-05-02,158.38
T_HISTORY,2022-05-02,19.12,2022-05-05,19.95
AAPL_HISTORY,2022-05-04,166.02,2022-05-09,152.06
JPM_HISTORY,2022-05-04,127.1,2022-05-10,118.89
T_HISTORY,2022-05-04,19.95,2022-05-06,20.03
CSCO_HISTORY,2022-05-05,49.61,2022-05-11,48.65
AAPL_HISTORY,2022-05-09,152.06,2022-05-11,146.5
GOOGL_HISTORY,2022-05-09,112.51,2022-05-13,116.05
INTC_HISTORY,2022-05-09,43.07,2022-05-11,42.83
GOOG_HISTORY,2022-05-09,113.08,2022-05-13,116.52
CMCSA_HISTORY,2022-05-09,39.76,2022-05-13,41.48
MU_HISTORY,2022-05-09,67.93,2022-05-11,66.96
TXN_HISTORY,2022-05-09,164.94,2022-05-13,169.74
AAPL_HISTORY,2022-05-10,154.51,2022-05-12,142.56
MSFT_HISTORY,2022-05-10,269.5,2022-05-12,255.35
INTC_HISTORY,2022-05-10,44.01,2022-05-12,42.84
MU_HISTORY,2022-05-10,68.91,2022-05-12,67.71
MSFT_HISTORY,2022-05-11,260.55,2022-05-13,261.12
BAC_HISTORY,2022-05-11,35.57,2022-05-17,35.99
INTC_HISTORY,2022-05-11,42.83,2022-05-12,42.84
DIS_HISTORY,2022-05-11,105.21,2022-05-17,108.64
JPM_HISTORY,2022-05-11,118.14,2022-05-13,119.09
WFC_HISTORY,2022-05-11,42.57,2022-05-17,43.71
MU_HISTORY,2022-05-11,66.96,2022-05-12,67.71
WMT_HISTORY,2022-05-11,49.21,2022-05-17,43.78
INTC_HISTORY,2022-05-12,42.84,2022-05-13,43.6
JPM_HISTORY,2022-05-12,118.04,2022-05-16,118.26
MU_HISTORY,2022-05-12,67.71,2022-05-13,71.92
CRM_HISTORY,2022-05-12,160.42,2022-05-16,164.12
HD_HISTORY,2022-05-16,295.99,2022-05-20,287.19
NVDA_HISTORY,2022-05-17,18.18,2022-05-19,17.12
AMZN_HISTORY,2022-05-17,115.37,2022-05-19,107.32
MU_HISTORY,2022-05-17,74.48,2022-05-19,69.4
MRNA_HISTORY,2022-05-17,142.28,2022-05-20,136.25
NVDA_HISTORY,2022-05-18,16.94,2022-05-20,16.69
AMZN_HISTORY,2022-05-18,107.11,2022-05-20,107.59
META_HISTORY,2022-05-18,192.24,2022-05-20,193.54
PYPL_HISTORY,2022-05-18,77.18,2022-05-20,80.54
META_HISTORY,2022-05-19,191.29,2022-05-23,196.23
META_HISTORY,2022-05-20,193.54,2022-05-24,181.28
QCOM_HISTORY,2022-05-20,131.6,2022-05-26,134.84
MSFT_HISTORY,2022-05-23,260.65,2022-05-27,273.24
DIS_HISTORY,2022-05-23,105.83,2022-05-27,109.32
COIN_HISTORY,2022-05-25,67.17,2022-05-31,78.1
TSLA_HISTORY,2022-05-27,253.21,2022-06-01,246.79
AVGO_HISTORY,2022-05-27,58.33,2022-06-01,57.36
TGT_HISTORY,2022-05-27,167.14,2022-06-03,161.04
BA_HISTORY,2022-05-27,132.23,2022-06-02,140.5
INTU_HISTORY,2022-05-27,422.48,2022-06-01,408.37
F_HISTORY,2022-05-27,13.63,2022-06-01,13.55
TSLA_HISTORY,2022-05-31,252.75,2022-06-02,258.33
AMD_HISTORY,2022-05-31,101.86,2022-06-02,108.59
NVDA_HISTORY,2022-05-31,18.67,2022-06-02,19.59
AMZN_HISTORY,2022-05-31,120.21,2022-06-02,125.51
NFLX_HISTORY,2022-05-31,197.44,2022-06-02,205.09
COST_HISTORY,2022-05-31,466.22,2022-06-02,487.61
INTU_HISTORY,2022-05-31,414.46,2022-06-02,426.86
COIN_HISTORY,2022-05-31,78.1,2022-06-02,73.82
AVGO_HISTORY,2022-05-31,58.01,2022-06-02,57.67
TSLA_HISTORY,2022-06-01,246.79,2022-06-02,258.33
AMD_HISTORY,2022-06-01,101.22,2022-06-03,106.3
NVDA_HISTORY,2022-06-01,18.32,2022-06-03,18.72
AMZN_HISTORY,2022-06-01,121.68,2022-06-03,122.35
GOOGL_HISTORY,2022-06-01,113.89,2022-06-03,114.54
GOOG_HISTORY,2022-06-01,114.14,2022-06-03,114.56
BA_HISTORY,2022-06-01,130.65,2022-06-03,139.25
MU_HISTORY,2022-06-01,73.55,2022-06-03,69.94
