symbol,buy_date,buy_price,sell_date,sell_price,short_sell_date,short_sell_price,buy_to_cover_date,buy_to_cover_price
KO_HISTORY,,,,,2022-09-23,58.6,2022-09-27,56.38
TSLA_HISTORY,2022-09-26,276.01,2022-09-28,287.81,,,,
AMD_HISTORY,2022-09-26,66.3,2022-09-28,68.36,,,,
META_HISTORY,2022-09-26,136.37,2022-09-30,135.68,,,,
NFLX_HISTORY,2022-09-26,224.07,2022-09-28,245.2,,,,
F_HISTORY,2022-09-26,11.99,2022-09-30,11.2,,,,
XOM_HISTORY,2022-09-26,83.98,2022-09-28,88.86,,,,
BAC_HISTORY,2022-09-26,31.03,2022-09-28,31.07,,,,
OXY_HISTORY,2022-09-26,57.88,2022-09-28,61.41,,,,
JPM_HISTORY,2022-09-26,106.79,2022-09-28,107.99,,,,
INTC_HISTORY,2022-09-26,26.97,2022-09-28,27.13,,,,
PYPL_HISTORY,2022-09-26,84.26,2022-09-30,86.07,,,,
CRM_HISTORY,,,,,2022-09-26,146.32,2022-09-28,150.17
C_HISTORY,2022-09-26,42.99,2022-09-30,41.67,,,,
FDX_HISTORY,2022-09-26,142.9,2022-09-30,148.47,,,,
ENPH_HISTORY,2022-09-26,274.92,2022-09-30,277.47,,,,
CMCSA_HISTORY,2022-09-26,30.89,2022-09-30,29.33,,,,
BA_HISTORY,2022-09-26,127.34,2022-09-28,133.44,,,,
DIS_HISTORY,2022-09-26,98.12,2022-09-28,99.4,,,,
WFC_HISTORY,2022-09-26,40.01,2022-09-28,40.81,,,,
UBER_HISTORY,2022-09-26,26.89,2022-09-28,28.04,,,,
NKE_HISTORY,2022-09-26,96.06,2022-09-30,83.12,,,,
KO_HISTORY,,,,,2022-09-26,57.87,2022-09-28,56.98
CCL_HISTORY,2022-09-26,8.9,2022-09-30,7.03,,,,
GM_HISTORY,2022-09-26,35.04,2022-09-30,32.09,,,,
NOW_HISTORY,2022-09-26,370.1,2022-09-30,377.61,,,,
MS_HISTORY,2022-09-26,79.76,2022-09-30,79.01,,,,
DVN_HISTORY,2022-09-26,55.18,2022-09-30,60.13,,,,
TSLA_HISTORY,2022-09-27,282.94,2022-09-29,268.21,,,,
AMD_HISTORY,2022-09-27,67.17,2022-09-29,64.14,,,,
NFLX_HISTORY,2022-09-27,224.36,2022-09-29,239.71,,,,
DIS_HISTORY,2022-09-27,95.85,2022-09-29,97.45,,,,
WFC_HISTORY,2022-09-27,40.03,2022-09-29,40.5,,,,
QCOM_HISTORY,,,,,2022-09-27,120.34,2022-10-03,117.22
CSCO_HISTORY,,,,,2022-09-27,40.52,2022-10-03,41.29
CRM_HISTORY,,,,,2022-09-28,150.17,2022-09-30,143.84
AMD_HISTORY,2022-09-30,63.36,2022-10-03,66.11,,,,
AAPL_HISTORY,2022-10-03,142.45,2022-10-07,140.09,,,,
AMD_HISTORY,2022-10-03,66.11,2022-10-05,67.94,,,,
F_HISTORY,2022-10-03,11.47,2022-10-06,12.36,,,,
AVGO_HISTORY,2022-10-03,45.68,2022-10-05,48.48,,,,
NVDA_HISTORY,,,,,2022-10-04,13.17,2022-10-10,11.67
AMZN_HISTORY,,,,,2022-10-04,121.09,2022-10-06,120.3
MSFT_HISTORY,,,,,2022-10-04,248.88,2022-10-06,246.79
GOOGL_HISTORY,,,,,2022-10-04,101.64,2022-10-07,98.68
GOOG_HISTORY,,,,,2022-10-04,102.41,2022-10-07,99.57
JPM_HISTORY,,,,,2022-10-04,112.77,2022-10-06,108.14
BA_HISTORY,,,,,2022-10-04,133.51,2022-10-10,131.9
CRM_HISTORY,,,,,2022-10-04,155.73,2022-10-06,155.46
C_HISTORY,,,,,2022-10-04,44.41,2022-10-10,41.6
DIS_HISTORY,,,,,2022-10-04,101.44,2022-10-07,97.16
AVGO_HISTORY,,,,,2022-10-04,47.99,2022-10-06,47.95
AMZN_HISTORY,,,,,2022-10-05,120.95,2022-10-07,114.56
MSFT_HISTORY,,,,,2022-10-05,249.2,2022-10-07,234.24
JPM_HISTORY,,,,,2022-10-05,110.39,2022-10-07,105.98
BAC_HISTORY,,,,,2022-10-05,31.92,2022-10-10,30.66
F_HISTORY,,,,,2022-10-05,12.51,2022-10-07,12.2
INTC_HISTORY,,,,,2022-10-05,27.64,2022-10-10,25.2
CRM_HISTORY,,,,,2022-10-05,156.23,2022-10-07,150.29
VZ_HISTORY,2022-10-05,39.4,2022-10-10,36.62,,,,
AMZN_HISTORY,,,,,2022-10-06,120.3,2022-10-10,113.67
GOOGL_HISTORY,,,,,2022-10-06,101.42,2022-10-10,97.86
GOOG_HISTORY,,,,,2022-10-06,102.24,2022-10-10,98.71
NKE_HISTORY,,,,,2022-10-06,90.17,2022-10-12,88.51
CRM_HISTORY,,,,,2022-10-06,155.46,2022-10-10,145.64
AAPL_HISTORY,,,,,2022-10-07,140.09,2022-10-11,138.98
DIS_HISTORY,,,,,2022-10-07,97.16,2022-10-11,93.1
AAPL_HISTORY,,,,,2022-10-10,140.42,2022-10-12,138.34
NVDA_HISTORY,2022-10-10,11.67,2022-10-12,11.5,,,,
MSFT_HISTORY,2022-10-10,229.25,2022-10-11,225.41,,,,
GOOGL_HISTORY,,,,,2022-10-10,97.86,2022-10-11,97.18
GOOG_HISTORY,,,,,2022-10-10,98.71,2022-10-11,98.05
BAC_HISTORY,,,,,2022-10-10,30.66,2022-10-12,29.86
INTC_HISTORY,2022-10-10,25.2,2022-10-12,25.33,,,,
VZ_HISTORY,2022-10-10,36.62,2022-10-12,35.68,,,,
AMAT_HISTORY,2022-10-10,79.19,2022-10-12,76.01,,,,
TSLA_HISTORY,2022-10-11,216.5,2022-10-13,221.72,,,,
AAPL_HISTORY,,,,,2022-10-11,138.98,2022-10-12,138.34
NVDA_HISTORY,2022-10-11,11.59,2022-10-13,11.96,,,,
MSFT_HISTORY,2022-10-11,225.41,2022-10-12,225.75,,,,
META_HISTORY,2022-10-11,128.54,2022-10-14,126.76,,,,
GOOGL_HISTORY,,,,,2022-10-11,97.18,2022-10-13,99.06
GOOG_HISTORY,,,,,2022-10-11,98.05,2022-10-12,98.3
INTC_HISTORY,2022-10-11,25.04,2022-10-13,26.42,,,,
PYPL_HISTORY,2022-10-11,83.09,2022-10-13,84.04,,,,
VZ_HISTORY,2022-10-11,35.94,2022-10-12,35.68,,,,
UBER_HISTORY,2022-10-11,24.66,2022-10-17,25.94,,,,
JPM_HISTORY,2022-10-11,101.96,2022-10-13,109.37,,,,
UNH_HISTORY,,,,,2022-10-11,499.81,2022-10-17,521.88
T_HISTORY,2022-10-11,14.81,2022-10-14,14.99,,,,
QCOM_HISTORY,2022-10-11,110.03,2022-10-13,112.86,,,,
LRCX_HISTORY,2022-10-11,32.71,2022-10-13,34.06,,,,
ADBE_HISTORY,,,,,2022-10-11,284.83,2022-10-17,293.5
AMAT_HISTORY,2022-10-11,76.3,2022-10-13,79.42,,,,
C_HISTORY,2022-10-11,40.45,2022-10-17,43.59,,,,
TSLA_HISTORY,2022-10-12,217.24,2022-10-14,204.99,,,,
AAPL_HISTORY,,,,,2022-10-12,138.34,2022-10-13,142.99
NVDA_HISTORY,2022-10-12,11.5,2022-10-13,11.96,,,,
MSFT_HISTORY,2022-10-12,225.75,2022-10-14,228.56,,,,
GOOG_HISTORY,,,,,2022-10-12,98.3,2022-10-13,99.71
BAC_HISTORY,,,,,2022-10-12,29.86,2022-10-14,31.7
VZ_HISTORY,2022-10-12,35.68,2022-10-13,36.4,,,,
PYPL_HISTORY,2022-10-12,83.81,2022-10-14,80.47,,,,
JPM_HISTORY,,,,,2022-10-12,103.61,2022-10-14,111.19
LRCX_HISTORY,2022-10-12,32.4,2022-10-14,31.5,,,,
V_HISTORY,,,,,2022-10-12,178.24,2022-10-18,187.17
QCOM_HISTORY,2022-10-12,108.64,2022-10-14,109.95,,,,
TXN_HISTORY,2022-10-12,151.55,2022-10-14,148.34,,,,
AMAT_HISTORY,2022-10-12,76.01,2022-10-13,79.42,,,,
CRM_HISTORY,2022-10-12,142.29,2022-10-14,142.22,,,,
WFC_HISTORY,,,,,2022-10-12,40.51,2022-10-18,44.67
TSLA_HISTORY,2022-10-13,221.72,2022-10-17,219.35,,,,
NVDA_HISTORY,2022-10-13,11.96,2022-10-14,11.23,,,,
AMZN_HISTORY,2022-10-13,112.53,2022-10-19,115.07,,,,
META_HISTORY,2022-10-13,130.29,2022-10-17,134.04,,,,
GOOGL_HISTORY,,,,,2022-10-13,99.06,2022-10-17,99.97
GOOG_HISTORY,,,,,2022-10-13,99.71,2022-10-14,97.18
PYPL_HISTORY,2022-10-13,84.04,2022-10-17,84.66,,,,
VZ_HISTORY,2022-10-13,36.4,2022-10-14,36.38,,,,
LRCX_HISTORY,2022-10-13,34.06,2022-10-17,31.54,,,,
T_HISTORY,,,,,2022-10-13,15.12,2022-10-17,15.31
AMAT_HISTORY,2022-10-13,79.42,2022-10-14,74.82,,,,
QCOM_HISTORY,2022-10-13,112.86,2022-10-17,111.59,,,,
TXN_HISTORY,2022-10-13,154.34,2022-10-17,150.99,,,,
CRM_HISTORY,2022-10-13,145.44,2022-10-17,147.18,,,,
AAPL_HISTORY,,,,,2022-10-14,138.38,2022-10-17,142.41
NVDA_HISTORY,2022-10-14,11.23,2022-10-17,11.89,,,,
AMAT_HISTORY,2022-10-14,74.82,2022-10-17,74.41,,,,
CRM_HISTORY,2022-10-14,142.22,2022-10-18,153.53,,,,
T_HISTORY,,,,,2022-10-17,15.31,2022-10-18,15.6
MSFT_HISTORY,,,,,2022-10-18,238.5,2022-10-21,242.12
NFLX_HISTORY,,,,,2022-10-18,240.86,2022-10-24,282.45
V_HISTORY,,,,,2022-10-18,187.17,2022-10-21,190.37
CRM_HISTORY,,,,,2022-10-18,153.53,2022-10-19,153.67
CMCSA_HISTORY,,,,,2022-10-18,30.75,2022-10-24,31.08
BA_HISTORY,,,,,2022-10-18,137.34,2022-10-24,142.05
T_HISTORY,,,,,2022-10-18,15.6,2022-10-20,16.74
F_HISTORY,,,,,2022-10-18,12.03,2022-10-24,12.48
GS_HISTORY,,,,,2022-10-18,313.85,2022-10-21,325.1
CSCO_HISTORY,,,,,2022-10-18,41.79,2022-10-24,43.54
NVDA_HISTORY,,,,,2022-10-19,12.05,2022-10-21,12.47
BAC_HISTORY,,,,,2022-10-21,34.95,2022-10-27,35.87
JPM_HISTORY,,,,,2022-10-21,122.23,2022-10-25,122.7
GS_HISTORY,,,,,2022-10-21,325.1,2022-10-25,332.4
JPM_HISTORY,,,,,2022-10-24,122.38,2022-10-26,124.11
GS_HISTORY,,,,,2022-10-24,328.7,2022-10-26,335.69
C_HISTORY,2022-10-24,44.41,2022-10-26,45.41,,,,
AMD_HISTORY,,,,,2022-10-25,61.47,2022-10-31,60.06
GOOG_HISTORY,2022-10-25,104.93,2022-10-31,94.66,,,,
JPM_HISTORY,2022-10-25,122.7,2022-10-27,124.6,,,,
PFE_HISTORY,2022-10-25,45.59,2022-10-31,46.55,,,,
F_HISTORY,,,,,2022-10-25,12.83,2022-10-31,13.37
JNJ_HISTORY,2022-10-25,170.71,2022-10-31,173.97,,,,
CMCSA_HISTORY,2022-10-25,31.56,2022-10-31,31.74,,,,
DIS_HISTORY,2022-10-25,104.36,2022-10-31,106.54,,,,
C_HISTORY,2022-10-25,45.32,2022-10-27,45.44,,,,
MRK_HISTORY,2022-10-25,97.71,2022-10-31,101.2,,,,
WFC_HISTORY,2022-10-25,45.37,2022-10-31,45.99,,,,
ENPH_HISTORY,,,,,2022-10-25,265.59,2022-10-31,307.0
AAPL_HISTORY,,,,,2022-10-26,149.35,2022-11-01,150.65
UPS_HISTORY,,,,,2022-10-27,166.49,2022-11-02,164.58
TSLA_HISTORY,2022-11-02,214.98,2022-11-08,191.3,,,,
GOOGL_HISTORY,2022-11-02,86.97,2022-11-04,86.58,,,,
AAPL_HISTORY,2022-11-03,138.88,2022-11-07,138.92,,,,
AMZN_HISTORY,2022-11-03,89.3,2022-11-09,86.14,,,,
GOOGL_HISTORY,2022-11-03,83.43,2022-11-07,88.49,,,,
INTC_HISTORY,,,,,2022-11-03,27.39,2022-11-09,27.52
QCOM_HISTORY,2022-11-03,103.88,2022-11-08,112.54,,,,
HD_HISTORY,,,,,2022-11-03,281.5,2022-11-07,290.27
C_HISTORY,,,,,2022-11-03,44.58,2022-11-09,45.36
MA_HISTORY,,,,,2022-11-03,309.17,2022-11-09,315.64
AAPL_HISTORY,2022-11-04,138.38,2022-11-08,139.5,,,,
NFLX_HISTORY,2022-11-04,260.79,2022-11-10,274.97,,,,
HD_HISTORY,,,,,2022-11-04,284.03,2022-11-08,291.14
CMCSA_HISTORY,,,,,2022-11-04,31.0,2022-11-10,32.77
JNJ_HISTORY,,,,,2022-11-04,171.48,2022-11-10,174.47
MSFT_HISTORY,,,,,2022-11-07,227.87,2022-11-10,242.98
GOOGL_HISTORY,2022-11-07,88.49,2022-11-09,87.32,,,,
GOOG_HISTORY,2022-11-07,88.65,2022-11-10,94.17,,,,
ABNB_HISTORY,2022-11-07,95.46,2022-11-09,95.79,,,,
QCOM_HISTORY,2022-11-07,110.09,2022-11-09,110.43,,,,
HD_HISTORY,,,,,2022-11-07,290.27,2022-11-09,286.75
ABNB_HISTORY,2022-11-08,98.9,2022-11-10,102.4,,,,
QCOM_HISTORY,2022-11-08,112.54,2022-11-10,120.68,,,,
NVDA_HISTORY,,,,,2022-11-10,15.75,2022-11-14,16.29
META_HISTORY,,,,,2022-11-10,111.87,2022-11-14,114.22
MSFT_HISTORY,,,,,2022-11-10,242.98,2022-11-14,241.55
GOOGL_HISTORY,,,,,2022-11-10,93.94,2022-11-14,95.7
GOOG_HISTORY,,,,,2022-11-10,94.17,2022-11-14,96.03
PYPL_HISTORY,,,,,2022-11-10,86.8,2022-11-14,89.51
BAC_HISTORY,2022-11-10,38.13,2022-11-14,37.76,,,,
JPM_HISTORY,2022-11-10,135.08,2022-11-14,133.91,,,,
V_HISTORY,2022-11-10,205.57,2022-11-14,206.86,,,,
INTC_HISTORY,,,,,2022-11-10,29.76,2022-11-16,29.53
MU_HISTORY,,,,,2022-11-10,60.27,2022-11-14,61.78
HD_HISTORY,,,,,2022-11-10,311.7,2022-11-11,314.94
ADBE_HISTORY,,,,,2022-11-10,329.95,2022-11-14,340.37
T_HISTORY,2022-11-10,18.84,2022-11-14,19.06,,,,
QCOM_HISTORY,,,,,2022-11-10,120.68,2022-11-11,121.43
C_HISTORY,,,,,2022-11-10,48.42,2022-11-14,49.02
LRCX_HISTORY,,,,,2022-11-10,48.54,2022-11-14,48.07
NVDA_HISTORY,,,,,2022-11-11,16.33,2022-11-15,16.67
META_HISTORY,,,,,2022-11-11,113.02,2022-11-15,117.08
AMD_HISTORY,,,,,2022-11-11,72.37,2022-11-15,76.37
MSFT_HISTORY,,,,,2022-11-11,247.11,2022-11-15,241.97
GOOGL_HISTORY,,,,,2022-11-11,96.41,2022-11-14,95.7
GOOG_HISTORY,,,,,2022-11-11,96.73,2022-11-14,96.03
BA_HISTORY,,,,,2022-11-11,177.49,2022-11-17,172.78
PYPL_HISTORY,,,,,2022-11-11,91.03,2022-11-15,89.86
BAC_HISTORY,2022-11-11,38.41,2022-11-15,37.7,,,,
JPM_HISTORY,2022-11-11,135.3,2022-11-15,132.94,,,,
V_HISTORY,2022-11-11,205.0,2022-11-15,209.99,,,,
HD_HISTORY,,,,,2022-11-11,314.94,2022-11-14,306.92
MU_HISTORY,,,,,2022-11-11,62.52,2022-11-15,63.1
T_HISTORY,2022-11-11,19.05,2022-11-15,19.02,,,,
ADBE_HISTORY,,,,,2022-11-11,341.15,2022-11-15,345.96
GS_HISTORY,2022-11-11,385.17,2022-11-16,382.33,,,,
CRM_HISTORY,,,,,2022-11-11,157.73,2022-11-16,155.12
C_HISTORY,,,,,2022-11-11,50.19,2022-11-15,49.03
QCOM_HISTORY,,,,,2022-11-11,121.43,2022-11-14,120.8
CAT_HISTORY,2022-11-11,236.49,2022-11-15,234.59,,,,
LRCX_HISTORY,,,,,2022-11-11,50.08,2022-11-15,49.07
AMAT_HISTORY,,,,,2022-11-11,110.53,2022-11-15,110.46
AMZN_HISTORY,,,,,2022-11-14,98.49,2022-11-16,97.12
NVDA_HISTORY,,,,,2022-11-14,16.29,2022-11-15,16.67
AMD_HISTORY,,,,,2022-11-14,73.53,2022-11-16,72.7
GOOGL_HISTORY,,,,,2022-11-14,95.7,2022-11-15,98.44
NFLX_HISTORY,,,,,2022-11-14,299.27,2022-11-16,306.02
GOOG_HISTORY,,,,,2022-11-14,96.03,2022-11-15,98.72
PYPL_HISTORY,,,,,2022-11-14,89.51,2022-11-15,89.86
HD_HISTORY,2022-11-14,306.92,2022-11-16,314.91,,,,
MU_HISTORY,,,,,2022-11-14,61.78,2022-11-15,63.1
T_HISTORY,2022-11-14,19.06,2022-11-15,19.02,,,,
ADBE_HISTORY,,,,,2022-11-14,340.37,2022-11-15,345.96
LRCX_HISTORY,,,,,2022-11-14,48.07,2022-11-15,49.07
CMCSA_HISTORY,,,,,2022-11-14,34.13,2022-11-18,34.5
QCOM_HISTORY,,,,,2022-11-14,120.8,2022-11-15,126.02
AMAT_HISTORY,,,,,2022-11-14,107.61,2022-11-16,104.22
CAT_HISTORY,2022-11-14,236.5,2022-11-16,232.42,,,,
AMZN_HISTORY,,,,,2022-11-15,98.94,2022-11-17,94.85
NVDA_HISTORY,,,,,2022-11-15,16.67,2022-11-16,15.91
AMD_HISTORY,,,,,2022-11-15,76.37,2022-11-16,72.7
META_HISTORY,,,,,2022-11-15,117.08,2022-11-16,113.23
GOOGL_HISTORY,,,,,2022-11-15,98.44,2022-11-16,98.85
NFLX_HISTORY,,,,,2022-11-15,310.2,2022-11-17,295.28
GOOG_HISTORY,,,,,2022-11-15,98.72,2022-11-16,98.99
PYPL_HISTORY,,,,,2022-11-15,89.86,2022-11-16,87.04
MU_HISTORY,,,,,2022-11-15,63.1,2022-11-16,58.87
T_HISTORY,2022-11-15,19.02,2022-11-16,18.93,,,,
GS_HISTORY,2022-11-15,382.88,2022-11-17,379.78,,,,
CRM_HISTORY,,,,,2022-11-15,162.07,2022-11-17,149.69
CCL_HISTORY,,,,,2022-11-15,11.16,2022-11-21,9.32
ADBE_HISTORY,,,,,2022-11-15,345.96,2022-11-16,338.41
QCOM_HISTORY,,,,,2022-11-15,126.02,2022-11-16,120.73
LRCX_HISTORY,,,,,2022-11-15,49.07,2022-11-16,45.54
AAPL_HISTORY,,,,,2022-11-16,148.79,2022-11-22,150.18
NVDA_HISTORY,,,,,2022-11-16,15.91,2022-11-17,15.68
AMD_HISTORY,,,,,2022-11-16,72.7,2022-11-17,73.9
META_HISTORY,,,,,2022-11-16,113.23,2022-11-17,111.45
DIS_HISTORY,,,,,2022-11-16,93.95,2022-11-22,96.21
CVX_HISTORY,2022-11-16,184.99,2022-11-22,185.89,,,,
ADBE_HISTORY,,,,,2022-11-16,338.41,2022-11-17,337.83
QCOM_HISTORY,,,,,2022-11-17,122.86,2022-11-18,123.85
AMD_HISTORY,2022-11-21,72.46,2022-11-23,76.4,,,,
BAC_HISTORY,,,,,2022-11-21,37.31,2022-11-28,36.86
INTC_HISTORY,2022-11-21,28.94,2022-11-28,28.73,,,,
T_HISTORY,,,,,2022-11-21,18.84,2022-11-25,19.12
MU_HISTORY,2022-11-22,58.62,2022-11-29,55.12,,,,
QCOM_HISTORY,,,,,2022-11-23,125.15,2022-11-28,119.54
COIN_HISTORY,2022-11-28,42.51,2022-12-02,47.67,,,,
QCOM_HISTORY,2022-11-28,119.54,2022-11-30,126.49,,,,
QCOM_HISTORY,2022-11-29,118.38,2022-12-01,126.81,,,,
NVDA_HISTORY,,,,,2022-11-30,16.92,2022-12-02,16.88
MSFT_HISTORY,,,,,2022-11-30,255.14,2022-12-05,250.2
META_HISTORY,,,,,2022-11-30,118.1,2022-12-02,123.49
GOOGL_HISTORY,,,,,2022-11-30,100.99,2022-12-05,99.48
NFLX_HISTORY,,,,,2022-11-30,305.53,2022-12-02,320.41
GOOG_HISTORY,,,,,2022-11-30,101.45,2022-12-05,99.87
BAC_HISTORY,2022-11-30,37.85,2022-12-06,33.0,,,,
INTU_HISTORY,,,,,2022-11-30,407.59,2022-12-06,389.78
NVDA_HISTORY,,,,,2022-12-01,17.14,2022-12-05,16.61
META_HISTORY,,,,,2022-12-01,120.44,2022-12-05,122.43
NFLX_HISTORY,,,,,2022-12-01,316.95,2022-12-05,312.59
F_HISTORY,2022-12-01,14.08,2022-12-07,13.1,,,,
NVDA_HISTORY,,,,,2022-12-02,16.88,2022-12-05,16.61
META_HISTORY,,,,,2022-12-02,123.49,2022-12-06,114.12
GOOG_HISTORY,,,,,2022-12-02,100.83,2022-12-06,97.31
JNJ_HISTORY,2022-12-02,178.88,2022-12-08,177.2,,,,
NVDA_HISTORY,,,,,2022-12-05,16.61,2022-12-06,15.99
MSFT_HISTORY,,,,,2022-12-05,250.2,2022-12-07,244.37
GOOGL_HISTORY,,,,,2022-12-05,99.48,2022-12-07,94.94
NVDA_HISTORY,,,,,2022-12-06,15.99,2022-12-07,16.12
MSFT_HISTORY,,,,,2022-12-06,245.12,2022-12-08,247.4
GOOGL_HISTORY,,,,,2022-12-06,96.98,2022-12-08,93.71
GOOG_HISTORY,,,,,2022-12-06,97.31,2022-12-08,93.95
HD_HISTORY,,,,,2022-12-06,317.45,2022-12-12,327.98
AMZN_HISTORY,2022-12-07,88.46,2022-12-13,92.49,,,,
AMD_HISTORY,2022-12-07,70.14,2022-12-09,68.59,,,,
BAC_HISTORY,2022-12-07,32.74,2022-12-13,32.75,,,,
XOM_HISTORY,2022-12-07,103.65,2022-12-13,107.25,,,,
BX_HISTORY,2022-12-07,77.64,2022-12-09,78.48,,,,
CVX_HISTORY,2022-12-07,172.52,2022-12-13,173.53,,,,
INTC_HISTORY,2022-12-07,28.33,2022-12-13,28.73,,,,
OXY_HISTORY,2022-12-07,63.95,2022-12-13,64.28,,,,
C_HISTORY,2022-12-07,44.67,2022-12-13,46.59,,,,
UPS_HISTORY,2022-12-07,174.67,2022-12-09,177.64,,,,
TGT_HISTORY,2022-12-07,153.76,2022-12-13,150.87,,,,
CCL_HISTORY,2022-12-07,8.89,2022-12-13,8.91,,,,
ADBE_HISTORY,2022-12-07,326.68,2022-12-13,342.46,,,,
AMD_HISTORY,2022-12-08,70.47,2022-12-12,70.67,,,,
BX_HISTORY,2022-12-08,79.05,2022-12-12,82.47,,,,
UPS_HISTORY,2022-12-08,179.63,2022-12-12,182.53,,,,
ABNB_HISTORY,2022-12-08,94.83,2022-12-12,95.58,,,,
CSCO_HISTORY,,,,,2022-12-08,48.99,2022-12-14,49.3
BX_HISTORY,2022-12-09,78.48,2022-12-13,83.44,,,,
ABNB_HISTORY,2022-12-09,94.7,2022-12-13,93.34,,,,
ABNB_HISTORY,2022-12-12,95.58,2022-12-14,93.93,,,,
BA_HISTORY,,,,,2022-12-13,187.13,2022-12-19,185.68
HD_HISTORY,,,,,2022-12-13,332.89,2022-12-19,317.33
CRM_HISTORY,,,,,2022-12-14,134.75,2022-12-20,128.45
KO_HISTORY,2022-12-14,63.99,2022-12-16,62.75,,,,
BX_HISTORY,,,,,2022-12-14,80.6,2022-12-16,75.39
AMD_HISTORY,2022-12-15,66.53,2022-12-19,64.59,,,,
INTC_HISTORY,2022-12-15,27.15,2022-12-19,26.79,,,,
QCOM_HISTORY,2022-12-15,116.64,2022-12-19,112.61,,,,
KO_HISTORY,,,,,2022-12-15,63.11,2022-12-19,62.84
AAPL_HISTORY,2022-12-16,134.51,2022-12-20,132.3,,,,
MSFT_HISTORY,,,,,2022-12-16,244.69,2022-12-22,238.19
AMZN_HISTORY,,,,,2022-12-16,87.86,2022-12-20,85.19
AMD_HISTORY,2022-12-16,65.41,2022-12-20,65.05,,,,
DIS_HISTORY,2022-12-16,90.08,2022-12-20,87.02,,,,
INTC_HISTORY,2022-12-16,26.92,2022-12-20,26.44,,,,
PYPL_HISTORY,2022-12-16,69.26,2022-12-20,68.76,,,,
VZ_HISTORY,,,,,2022-12-16,37.12,2022-12-20,36.99
ORCL_HISTORY,,,,,2022-12-16,79.58,2022-12-22,80.49
V_HISTORY,,,,,2022-12-16,206.89,2022-12-20,205.36
F_HISTORY,2022-12-16,12.12,2022-12-20,11.47,,,,
OXY_HISTORY,,,,,2022-12-16,62.53,2022-12-22,61.8
QCOM_HISTORY,,,,,2022-12-16,114.53,2022-12-20,112.1
PG_HISTORY,,,,,2022-12-16,150.44,2022-12-22,152.19
C_HISTORY,,,,,2022-12-16,44.35,2022-12-20,43.81
COST_HISTORY,2022-12-16,461.45,2022-12-20,457.82,,,,
KO_HISTORY,,,,,2022-12-16,62.75,2022-12-20,62.79
ENPH_HISTORY,2022-12-16,303.39,2022-12-22,298.87,,,,
LULU_HISTORY,,,,,2022-12-16,321.24,2022-12-22,312.93
AAPL_HISTORY,2022-12-19,132.37,2022-12-21,135.45,,,,
NVDA_HISTORY,2022-12-19,16.25,2022-12-21,16.5,,,,
AMZN_HISTORY,2022-12-19,84.92,2022-12-21,86.77,,,,
AMD_HISTORY,2022-12-19,64.59,2022-12-20,65.05,,,,
NFLX_HISTORY,2022-12-19,288.3,2022-12-21,297.96,,,,
DIS_HISTORY,2022-12-19,85.78,2022-12-21,86.92,,,,
INTC_HISTORY,2022-12-19,26.79,2022-12-21,26.83,,,,
T_HISTORY,,,,,2022-12-19,17.86,2022-12-21,18.15
VZ_HISTORY,,,,,2022-12-19,37.03,2022-12-21,37.78
F_HISTORY,2022-12-19,11.69,2022-12-21,11.78,,,,
PYPL_HISTORY,2022-12-19,68.95,2022-12-21,69.21,,,,
HD_HISTORY,,,,,2022-12-19,317.33,2022-12-21,319.36
AVGO_HISTORY,,,,,2022-12-19,54.96,2022-12-21,56.12
V_HISTORY,,,,,2022-12-19,204.82,2022-12-21,206.81
UNH_HISTORY,,,,,2022-12-19,523.6,2022-12-23,531.31
C_HISTORY,,,,,2022-12-19,43.93,2022-12-21,44.81
QCOM_HISTORY,2022-12-19,112.61,2022-12-20,112.1,,,,
COST_HISTORY,,,,,2022-12-19,458.63,2022-12-21,462.06
WMT_HISTORY,,,,,2022-12-19,47.6,2022-12-21,48.39
NKE_HISTORY,2022-12-19,103.05,2022-12-21,115.78,,,,
CHTR_HISTORY,2022-12-19,306.16,2022-12-23,333.92,,,,
BMY_HISTORY,,,,,2022-12-19,73.16,2022-12-22,73.83
IBM_HISTORY,,,,,2022-12-19,138.87,2022-12-23,141.65
AAPL_HISTORY,2022-12-20,132.3,2022-12-22,132.23,,,,
NVDA_HISTORY,2022-12-20,16.09,2022-12-22,15.34,,,,
AMZN_HISTORY,2022-12-20,85.19,2022-12-22,83.79,,,,
AMD_HISTORY,2022-12-20,65.05,2022-12-21,67.68,,,,
NFLX_HISTORY,2022-12-20,288.19,2022-12-22,297.75,,,,
DIS_HISTORY,2022-12-20,87.02,2022-12-21,86.92,,,,
F_HISTORY,2022-12-20,11.47,2022-12-21,11.78,,,,
CRM_HISTORY,,,,,2022-12-20,128.45,2022-12-23,129.44
VZ_HISTORY,,,,,2022-12-20,36.99,2022-12-22,38.31
T_HISTORY,,,,,2022-12-20,18.07,2022-12-22,18.27
V_HISTORY,,,,,2022-12-20,205.36,2022-12-21,206.81
HD_HISTORY,,,,,2022-12-20,314.84,2022-12-22,316.12
AVGO_HISTORY,,,,,2022-12-20,54.4,2022-12-22,55.31
NKE_HISTORY,2022-12-20,103.21,2022-12-22,116.71,,,,
QCOM_HISTORY,2022-12-20,112.1,2022-12-21,114.59,,,,
WMT_HISTORY,,,,,2022-12-20,48.02,2022-12-22,47.83
ACN_HISTORY,2022-12-20,261.9,2022-12-27,265.31,,,,
